id,complaint_text,category,urgency
213,"I am waitlisted for a critical course (BIOL 301) needed for my major sequence. What are the chances of getting in, and is there anything I can do to improve my position?",Academic,Medium
214,"The restrooms on the ground floor of the Student Union building are often unclean and lack supplies like soap and paper towels, especially during busy event times.",Facilities,Medium
215,"The laundry room dryer on my floor (Pine Hall, 5th) is not heating properly; clothes are still damp after a full cycle. It needs repair.",Housing,Medium
216,"I need help setting up the university's VPN on my Linux laptop. The instructions provided online are only for Windows and Mac.",IT Support,Low
217,"My financial aid award seems to have been reduced significantly compared to last year, despite my family's financial situation remaining unchanged. Can I appeal this?",Financial Aid,High
218,"The campus map available online is outdated and doesn't show some of the newer buildings or recent changes in department locations.",Campus Life,Low
219,"The TA for my physics lab (PHYS 101L) provides unclear instructions and seems unable to answer student questions effectively, hindering our ability to complete the labs.",Academic,Medium
220,"The pavement on the basketball court near the residence halls is cracked and uneven, posing a safety risk for players.",Facilities,Low
221,"I have lost my dorm key and need a replacement. What is the process and associated fee for obtaining a new key for Sycamore Hall?",Housing,Medium
222,"I am receiving 'network unavailable' errors when trying to access library databases from the campus Wi-Fi network in the Science Building.",IT Support,Medium
223,"Could you please provide a clear list of all documents required for the financial aid verification process? The request email was somewhat vague.",Financial Aid,Low
224,"The availability of parking spaces for commuter students seems inadequate, especially for those arriving after 9 AM. Many spend considerable time searching for a spot.",Campus Life,Medium
225,"My registration for next semester is blocked due to a 'Dean's Hold'. I'm unsure why this hold was placed. Who do I contact to resolve this?",Academic,High
226,"The drinking fountain outside the lecture hall in Baker 101 has been out of order for weeks. Could this please be repaired?",Facilities,Low
227,"The fire alarm in my dorm building (Redwood House) went off briefly last night for no apparent reason. Is there confirmation it was a false alarm or system test?",Housing,Low
228,"The university requires multi-factor authentication, but the app (Duo Mobile) is not working on my phone. I cannot log in to anything. Need alternative method or fix asap.",IT Support,Critical
229,"I was awarded a work-study position, but haven't received any information about job placement or how to find an eligible campus job. Need guidance.",Financial Aid,Medium
230,"The ramps into older buildings like the History department don't seem fully ADA compliant; they are quite steep and lack proper landings.",Campus Life,Medium
